ID	n_rate	c_rate	g_rate	l_rate	l2_rate	taeGut_0	taeGut_1	taeGut_2	taeGut_3	ficAlb_0	ficAlb_1	ficAlb_2	ficAlb_3	pseHum_0	pseHum_1	pseHum_2	pseHum_3	corBra_0	corBra_1	corBra_2	corBra_3	melUnd_0	melUnd_1	melUnd_2	melUnd_3	falPer_0	falPer_1	falPer_2	falPer_3	picPub_0	picPub_1	picPub_2	picPub_3	lepDis_0	lepDis_1	lepDis_2	lepDis_3	halLeu_0	halLeu_1	halLeu_2	halLeu_3	aptFor_0	aptFor_1	aptFor_2	aptFor_3	pygAde_0	pygAde_1	pygAde_2	pygAde_3	fulGla_0	fulGla_1	fulGla_2	fulGla_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	balReg_0	balReg_1	balReg_2	balReg_3	chaVoc_0	chaVoc_1	chaVoc_2	chaVoc_3	calAnn_0	calAnn_1	calAnn_2	calAnn_3	chaPel_0	chaPel_1	chaPel_2	chaPel_3	cucCan_0	cucCan_1	cucCan_2	cucCan_3	colLiv_0	colLiv_1	colLiv_2	colLiv_3	mesUni_0	mesUni_1	mesUni_2	mesUni_3	galGal_0	galGal_1	galGal_2	galGal_3	melGal_0	melGal_1	melGal_2	melGal_3	anaPla_0	anaPla_1	anaPla_2	anaPla_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	allMis_0	allMis_1	allMis_2	allMis_3	allSin_0	allSin_1	allSin_2	allSin_3	croPor_0	croPor_1	croPor_2	croPor_3	gavGan_0	gavGan_1	gavGan_2	gavGan_3	chrPic_0	chrPic_1	chrPic_2	chrPic_3	cheMyd_0	cheMyd_1	cheMyd_2	cheMyd_3	anoCar_0	anoCar_1	anoCar_2	anoCar_3	taeGut.ficAlb_0	taeGut.ficAlb_1	taeGut.ficAlb_2	taeGut.ficAlb_3	taeGut.pseHum_0	taeGut.pseHum_1	taeGut.pseHum_2	taeGut.pseHum_3	taeGut.corBra_0	taeGut.corBra_1	taeGut.corBra_2	taeGut.corBra_3	taeGut.melUnd_0	taeGut.melUnd_1	taeGut.melUnd_2	taeGut.melUnd_3	taeGut.falPer_0	taeGut.falPer_1	taeGut.falPer_2	taeGut.falPer_3	picPub.lepDis_0	picPub.lepDis_1	picPub.lepDis_2	picPub.lepDis_3	picPub.halLeu_0	picPub.halLeu_1	picPub.halLeu_2	picPub.halLeu_3	taeGut.picPub_0	taeGut.picPub_1	taeGut.picPub_2	taeGut.picPub_3	aptFor.pygAde_0	aptFor.pygAde_1	aptFor.pygAde_2	aptFor.pygAde_3	aptFor.fulGla_0	aptFor.fulGla_1	aptFor.fulGla_2	aptFor.fulGla_3	aptFor.nipNip_0	aptFor.nipNip_1	aptFor.nipNip_2	aptFor.nipNip_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	balReg.chaVoc_0	balReg.chaVoc_1	balReg.chaVoc_2	balReg.chaVoc_3	taeGut.balReg_0	taeGut.balReg_1	taeGut.balReg_2	taeGut.balReg_3	calAnn.chaPel_0	calAnn.chaPel_1	calAnn.chaPel_2	calAnn.chaPel_3	calAnn.cucCan_0	calAnn.cucCan_1	calAnn.cucCan_2	calAnn.cucCan_3	taeGut.calAnn_0	taeGut.calAnn_1	taeGut.calAnn_2	taeGut.calAnn_3	colLiv.mesUni_0	colLiv.mesUni_1	colLiv.mesUni_2	colLiv.mesUni_3	taeGut.colLiv_0	taeGut.colLiv_1	taeGut.colLiv_2	taeGut.colLiv_3	galGal.melGal_0	galGal.melGal_1	galGal.melGal_2	galGal.melGal_3	galGal.anaPla_0	galGal.anaPla_1	galGal.anaPla_2	galGal.anaPla_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3	allMis.allSin_0	allMis.allSin_1	allMis.allSin_2	allMis.allSin_3	croPor.gavGan_0	croPor.gavGan_1	croPor.gavGan_2	croPor.gavGan_3	allMis.croPor_0	allMis.croPor_1	allMis.croPor_2	allMis.croPor_3	taeGut.allMis_0	taeGut.allMis_1	taeGut.allMis_2	taeGut.allMis_3	chrPic.cheMyd_0	chrPic.cheMyd_1	chrPic.cheMyd_2	chrPic.cheMyd_3	taeGut.chrPic_0	taeGut.chrPic_1	taeGut.chrPic_2	taeGut.chrPic_3	taeGut.anoCar_0	taeGut.anoCar_1	taeGut.anoCar_2	taeGut.anoCar_3
mCE1756263	3.19196	0.156481	0.635369	0.0417437	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998444	0.00155556	0	0	0.999556	0.000444444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	1	0	0.217111	0.782889	0	0	0.999667	0.000333333	0	0.00166667	0.998333	0	0	0.00233333	0.997667	0	0	0.00288889	0.997111	0	0	0.00322222	0.996778	0	0	0.0144444	0.985556	0	0	0.04	0.96	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000222222	0.999778	1	0	0	1	0	0	0.0235556	0.976444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.005	0.995	0	0	0.0231111	0.976889	0	0	0.0623333	0.937667	0	0	0.309222	0.690778	0	0	0.223222	0.776778	0	0	0.635	0.365	0	1	0	0	0
mCE1756477	0.93224	0.178717	0.577247	0.110166	0	0	0	0.864	0.136	0	0	0.997778	0.00222222	0	0	0.997111	0.00288889	0	0	0.979222	0.0207778	0	0	0.100667	0.899333	0	0	0.694	0.306	0	0	0.00111111	0.998889	0	0	0.394333	0.605667	0	0	0.857333	0.142667	0	0	0.790889	0.209111	0	0	0.714667	0.285333	0	0	0.314778	0.685222	0	0	0.980667	0.0193333	0	0	0.976556	0.0234444	0	0	0.995	0.005	0	0	0.733889	0.266111	0	0	0.860111	0.139889	0	0	0.933111	0.0668889	0	0	0.999667	0.000333333	0	0	0.997889	0.00211111	0	0	0.996444	0.00355556	0	0	0.996889	0.00311111	0	0	0.939333	0.0606667	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0.998778	0.00122222	0	0	0.996	0.004	0	0	0.998667	0.00133333	0	0	0.998333	0.00166667	0	0	0.995667	0.00433333	1	0	0.0861111	0.913889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.638	0.362	0	0	0	0.998667	0.00133333	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	0.444222	0.555778	0	0	0.878889	0.121111	0	0	0.999889	0.000111111	0	0	0.820778	0.179222	0	0	0.851556	0.148444	0	0	0.990667	0.00933333	0	0	1	0	0	0	0.998778	0.00122222	0	0	1	0	0	0	0.868111	0.131889	0	0	0.957444	0.0425556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0131111	0.986889	1	0	0.000111111	0.999889	0	0	0.114667	0.885333	0	0	0.999556	0.000444444	0	0	0.999444	0.000555556	0	0	0.999556	0.000444444	0	0	0.999556	0.000444444	0	0	0.999556	0.000444444	0	0	0.999667	0.000333333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00333333	0.996667	0	0	0.000333333	0.999667	0	0	0.377222	0.622778	0	0	1	0	0
mCE1759192	2.68908	0.287477	0.600439	0.0691426	0	0	0	1	0	0	0	1	0	0	0	0.318444	0.681556	0	0	0.999667	0.000333333	0	0	1	0	0	0	0.999111	0.000888889	0	0	0.997556	0.00244444	0	0	0.999111	0.000888889	0	0	0.999889	0.000111111	0	0	0.987444	0.0125556	0	0	0.991333	0.00866667	0	0	0.996778	0.00322222	0	0	0.999778	0.000222222	0	0	0.998	0.002	0	0	0.998111	0.00188889	0	0	1	0	0	0	1	0	0	0	0.998111	0.00188889	0	0	0.999444	0.000555556	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	0.00333333	0.996667	0	0	0.00333333	0.996667	0	0	0.00288889	0.997111	0	0	0.560444	0.439556	0	0	0.108556	0.891444	0	0	0	1	0	0	0	1	0	0	0.996667	0.00333333	0	0	0.998778	0.00122222	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	0.0372222	0.962778	0	0.0138889	0.986111	0	0	0.00966667	0.990333	0	0	0.0126667	0.987333	0	0	0.00622222	0.993778	0	0	0.066	0.934	0	0	0.0253333	0.974667	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	0.997333	0.00266667	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.00355556	0.996444	0	0	0.00366667	0.996333	0	0	0.565111	0.434889	0	0	0.569556	0.430444	0	0	0	1	0	0	0.599778	0.400222	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.0183333	0.981667	0	0	0.0154444	0.984556	0	0	0.027	0.973	0	0	0.146667	0.853333	0	0	0.191111	0.808889	0	0	0.477333	0.522667	0	1	0	0	0
mCE1765704	0.999088	0.163837	0.588072	0.0501587	0	0	0	0.942667	0.0573333	0	0	0.994111	0.00588889	0	0	0.857111	0.142889	0	0	0.988778	0.0112222	0	0	0.998	0.002	0	0	0.997	0.003	0	0	1	0	0	0	0.993444	0.00655556	0	0	0.999667	0.000333333	0	0	0.977	0.023	0	0	0.981444	0.0185556	0	0	0.987778	0.0122222	0	0	0.999111	0.000888889	0	0	0.999778	0.000222222	0	0	0.998444	0.00155556	0	0	0.999778	0.000222222	0	0	0.999889	0.000111111	0	0	1	0	0	0	0.942111	0.0578889	0	0	1	0	0	0	0.185	0.815	0	0	0.185222	0.814778	0	0	0.167667	0.832333	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0.986444	0.0135556	0	0	0.999222	0.000777778	0	0	0.999222	0.000777778	0	0	0.962	0.038	0	0	0.960222	0.0397778	0	0	0.987444	0.0125556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.995889	0.00411111	0	0	0.996222	0.00377778	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.995444	0.00455556	0	0	0.999333	0.000666667	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.185444	0.814556	0	0	0.186444	0.813556	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000333333	0.999667	0	0	0	1	0	0	0.00666667	0.993333	0	0	0.999889	0.000111111	0	0	0.999778	0.000222222	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000777778	0.999222	0	0	0	1	0	0	0.250889	0.749111	0	1	0	0	0
mCE1765719	1.25808	0.04975	0.59912	0.0373856	0	0	0	1	0	0	0	0.993333	0.00666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999556	0.000444444	0	0	0.999667	0.000333333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.974556	0.0254444	0	0	0.975222	0.0247778	0	0	0.993667	0.00633333	0	0	0	1	0	0	0	1	0	0	0.994111	0.00588889	0	0	0.996667	0.00333333	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.0584444	0.941556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.996444	0.00355556	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.254444	0.745556	0	1	0	0	0
mCE1765952	4.22185	0.224306	0.271289	0.0790461	0	0	0	1	0	0	0	1	0	0	0	0.995889	0.00411111	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0	1	0	0	0	1	0	0	0.291333	0.708667	0	0	0.939111	0.0608889	0	0	0.999	0.000666667	0.000333333	0	0	0.953889	0.0461111	0	0	0.961222	0.0387778	0	0	0.99	0.01	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0.215778	0.000666667	0.783556	1	0.215444	0.001	0.783556	1	0.216111	0.000333333	0.783556	1	0.216	0.000444444	0.783556	1	0.216	0.000555556	0.783444	1	0.586667	0.0436667	0.369667	0	0.0367778	0.963222	0	0	0.0395556	0.960444	0	0	0.0373333	0.962667	0	0	0.0175556	0.982444	0	0	0.625889	0.374111	0	0	0.994778	0.00522222	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000444444	0.999556	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00133333	0.998667	0	0	0.00166667	0.998333	0	0	0.00744444	0.992556	0	0	0.000111111	0.999889	0	0	0.0124444	0.987556	0	0	0.0396667	0.960333	0	0	0.00844444	0.991556	0	0	0.150333	0.849667	0	0	0.998889	0.00111111	0	0	0.999	0.001	0	0	0.999	0.001	0	0	0	0.995667	0.00433333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0.216444	0	0.783556	1	0.216444	0	0.783556	1	0.216444	0	0.783556	1	0.216444	0.000777778	0.782778	0	0.216444	0.783556	0	0	0.589	0.411	0	0	0.999	0.001	0	0	0.0687778	0.931222	0	0	0.0407778	0.959222	0	0	0.0884444	0.911556	0	0	0.999111	0.000888889	0	0	1	0	0	0	1	0	0	1	0	0	0
mCE1766268	1.15481	0.102519	0.595679	0.0403409	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999444	0.000555556	0	0	0.999778	0.000222222	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.989222	0.0107778	0	0	0.998	0.002	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.998222	0.00177778	0	0	0.998222	0.00177778	0	0	0	1	0	0	0.998222	0.00177778	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00177778	0.998222	0	0	0	1	0	0	0.252556	0.747444	0	1	0	0	0
mCE1767824	3.20289	0.0973744	0.499405	0.058941	0	1	0	0.157444	0.842556	0	0	1	0	0	0	0.999111	0.000888889	0	0	0.915	0.085	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999444	0.000555556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.974889	0.0251111	0	0	0.979444	0.0205556	0	0	0.995222	0.00477778	0	0	0	1	0	0	0	1	0	0	0.996667	0.00333333	0	0	0.998333	0.00166667	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0.000111111	0.999889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.998778	0.00122222	0	0	1	0	0	0	0.0175556	0.982444	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0.000777778	0.999222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0
mCE1769736	4.00179	0.322447	0.390996	0.0238991	0	0	0	0.971778	0.0282222	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999111	0.000888889	0	0	1	0	0	0	0.999111	0.000888889	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0	0.983444	0.0165556	0	0	0.984889	0.0151111	0	0	0.996556	0.00344444	0	0	0.997556	0.00244444	0	0	1	0	0	0	0.995556	0.00444444	0	0	0.969	0.031	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0.000111111	0.999889	0	0	0	1	0	0	0	1	0	0	0.613111	0.386889	0	0	0.729556	0.270444	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.000666667	0.999333	0	0	0	0.998	0.002	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.000111111	0.999889	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.0562222	0.943778	0	0	0.750667	0.249333	0	0	0.821667	0.178333	0	1	0	0	0
mCE1774090	11.2486	0.168533	0.604454	0.0490448	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999778	0.000222222	0	0	0.999778	0.000222222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	0.948556	0.0514444	0	0	1	0	0	0	0	1	0	0	0.0167778	0.983222	0	0	0	1	0	0	0.999667	0.000333333	0	0	0.947778	0.0522222	0	0	0.993111	0.00688889	0	0	0.994556	0.00544444	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0.000111111	0.187111	0.812778	0	0.000333333	0.945778	0.0538889	0	0.00522222	0.994778	0	0	0.00533333	0.994667	0	0	0.00444444	0.995556	0	0	0.00422222	0.995778	0	0	0.0257778	0.974222	0	0	0.0221111	0.977889	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.0172222	0.982778	0	0	0.787778	0.212222	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000111111	0.999889	0	0	0.000111111	0.999889	0	0	0.000444444	0.999556	0	0	0.000777778	0.999222	0	0	0.0106667	0.989333	0	0	0.0103333	0.989667	0	0	0.0401111	0.959889	0	0	0.0762222	0.923778	0	0	0.0493333	0.950667	0	0	0.340333	0.659667	0	1	0	0	0
mCE1775770	2.13345	0.116922	0.602492	0.0252557	0	0	0	0.977444	0.0225556	0	0	0.963444	0.0365556	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999444	0.000555556	0	0	0.996222	0.00377778	0	0	0.972	0.028	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.999889	0.000111111	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.979111	0.0208889	0	0	0.982	0.018	0	0	0.992889	0.00711111	0	0	0.999222	0.000777778	0	0	0.997333	0.00266667	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.977667	0.0223333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.996667	0.00333333	0	0	0.999889	0.000111111	0	0	0.999889	0.000111111	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.249778	0.750222	0
